Geneid	L11B	L12B	L13B	L14B	L15B	L1A	L2A	L3A	L4A	L5A	L1N	L2N	L3N	L4N
Mfap5	9	45	26	40	42	39	26	43	100	89	33	52	38	19
LOC101842482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimklb	1	4	2	4	3	3	1	4	5	3	3	2	2	1
A2ml1	16	28	10	65	40	8	9	30	84	49	7	10	12	3
Phc1	17	12	11	34	31	25	16	22	56	43	23	30	21	16
M6pr	9	31	16	21	25	70	35	28	102	83	20	40	39	18
Klrg1	1	6	5	5	8	14	1	6	19	10	5	6	8	2
LOC101843553	0	0	1	0	2	0	0	0	6	2	1	0	0	0
LOC101843823	5	27	5	41	47	7	3	16	63	37	15	7	9	2
LOC110340164	1	4	0	9	9	0	0	6	5	5	1	1	3	0
LOC101844081	3	10	4	13	15	3	2	11	30	13	3	5	9	2
LOC101844348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqsec3	2	9	1	11	13	3	1	18	20	16	2	3	3	2
Slc6a12	1	0	0	3	2	1	0	0	4	2	1	0	0	0
Slc6a13	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Usp18	30	23	34	49	23	201	132	199	398	273	50	52	42	27
Tuba8	1	4	2	3	4	3	0	5	7	9	3	1	1	2
Pex26	2	5	5	2	8	8	2	5	14	13	7	8	8	11
Mical3	24	37	17	60	70	31	19	54	112	97	25	40	33	20
LOC110340166	3	2	5	3	3	8	1	1	4	1	7	7	8	3
Bid	7	6	14	17	12	35	15	25	54	39	15	21	22	7
Bcl2l13	20	39	15	55	46	30	10	42	101	98	37	61	53	23
Atp6v1e1	69	92	87	98	123	208	99	122	226	252	152	207	149	78
Slc25a18	4	12	3	21	12	7	3	13	36	21	3	3	3	3
LOC101829946	12	24	8	48	37	9	6	24	70	49	11	21	8	8
LOC101829674	1	0	1	1	1	3	2	1	2	2	2	1	1	1
LOC110340133	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hdhd5	22	25	13	54	36	17	13	38	77	41	19	20	14	10
Cecr6	1	1	1	1	1	2	2	0	0	1	2	6	3	0
Il17ra	40	65	84	73	97	119	58	64	120	115	118	132	124	86
Kdm5a	48	49	70	89	73	136	59	67	132	154	93	129	139	61
Ccdc77	10	18	8	26	27	8	5	26	40	29	13	6	14	8
B4galnt3	17	24	12	48	53	16	4	55	98	60	18	16	12	5
Ninj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101824134	0	0	0	3	0	0	0	0	3	2	3	1	1	1
Wnk1	111	183	118	185	217	244	123	187	381	339	202	286	213	118
Rad52	7	19	5	20	22	5	13	13	33	27	11	12	14	4
LOC106020786	0	2	2	4	1	1	0	0	3	5	2	2	5	2
Erc1	25	73	31	121	82	41	22	74	152	122	44	72	61	19
LOC101824658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt5b	31	52	21	115	89	21	19	70	168	101	16	16	19	11
LOC110340134	3	0	0	5	4	0	2	0	3	8	0	2	1	0
Adipor2	26	30	27	27	48	72	30	29	78	59	45	71	56	28
Cacna2d4	5	7	2	16	21	4	2	13	37	23	4	5	3	3
Lrtm2	0	4	2	0	3	1	0	3	4	6	1	2	2	0
Dcp1b	6	6	4	24	15	3	3	14	31	14	6	3	3	1
Cacna1c	45	103	38	162	143	47	25	120	251	199	55	58	55	27
LOC106020783	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ankrd30a	6	10	9	21	14	7	6	11	29	33	15	24	14	5
LOC106020797	3	7	2	13	5	2	2	11	27	9	6	4	2	4
Znf248	0	2	2	0	1	2	3	2	8	2	3	1	0	4
Bms1	18	19	13	17	31	50	14	29	44	45	39	46	45	20
LOC110340156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ret	0	5	4	7	7	6	2	6	4	1	4	4	14	0
Csgalnact2	39	44	39	38	60	87	46	31	85	81	49	78	84	37
Rasgef1a	4	8	2	6	8	11	1	6	11	11	18	14	13	4
LOC110340140	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fxyd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	98	152	145	131	178	309	162	186	387	362	227	318	242	108
Znf239	3	9	2	11	14	2	4	17	26	13	3	3	5	2
Znf32	27	24	24	36	22	50	25	16	27	40	46	47	54	26
LOC101838289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl12	82	99	115	110	85	113	80	67	106	139	252	236	212	144
LOC110340168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem72	1	0	0	1	0	1	0	1	5	0	1	0	0	1
Rassf4	35	55	68	74	69	135	74	52	132	131	65	91	93	34
CUNH10orf10	3	4	2	5	3	8	3	2	18	41	5	7	9	4
Znf22	17	19	26	21	21	49	13	13	27	36	28	41	30	27
LOC101826760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827020	0	3	2	9	2	1	1	4	17	5	0	2	4	1
LOC101827293	5	11	0	7	13	3	1	7	25	12	3	3	3	2
Alox5	9	12	4	14	13	7	3	15	31	10	8	16	9	5
March8	19	20	33	28	35	37	17	28	44	56	53	64	48	18
LOC110340135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand4	3	11	7	10	9	4	2	6	9	9	4	3	6	0
Washc2c	15	17	16	17	27	44	22	18	51	41	24	46	26	17
Plxnd1	21	19	18	27	30	47	23	19	36	46	46	79	67	32
LOC101841149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rho	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ift122	15	21	10	42	35	14	5	32	82	54	14	11	9	5
Mbd4	0	1	3	1	0	3	1	1	2	1	5	5	2	1
Efcab12	4	4	4	9	12	0	5	11	13	12	4	1	8	4
Rpl32	59	57	56	62	78	93	60	70	143	109	102	96	79	49
Cand2	9	15	8	37	31	10	5	18	49	36	8	17	12	7
Tmem40	7	13	5	20	20	6	4	18	35	22	7	13	8	5
Raf1	40	89	47	96	114	77	34	94	214	151	52	83	65	45
Mkrn2	12	25	16	34	42	24	10	30	73	51	21	40	25	16
Mkrn2os	2	7	7	9	6	6	0	14	26	26	4	7	4	2
Tsen2	0	10	3	15	20	1	3	9	31	16	3	3	6	6
Pparg	7	16	4	26	21	8	10	34	51	42	3	9	10	5
LOC110340169	4	11	5	13	15	0	1	13	21	24	2	3	4	4
Syn2	19	24	5	40	47	9	9	42	82	59	16	7	10	5
Timp4	0	1	0	2	2	0	0	2	6	4	0	1	0	1
LOC101822903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tamm41	3	13	4	15	14	3	0	8	23	17	3	6	2	3
Vgll4	36	47	42	62	63	56	28	53	112	95	74	81	99	49
Atg7	52	91	41	155	141	58	37	93	270	206	54	94	80	37
Hrh1	2	10	1	21	16	3	3	12	28	17	6	5	6	2
Slc6a1	0	1	0	0	1	1	1	2	8	7	1	1	0	1
Slc6a11	5	7	2	14	9	2	1	10	18	16	3	4	4	1
Atp2b2	20	35	11	47	46	6	6	55	69	72	9	16	11	5
Sec13	29	44	36	50	59	113	53	53	121	106	54	81	69	35
Ghrl	2	3	0	3	5	0	0	2	12	2	2	1	1	0
Tatdn2	14	21	18	24	14	51	24	20	60	55	27	53	43	18
Irak2	14	33	9	33	47	27	14	52	84	93	27	24	24	10
Vhl	12	19	18	25	19	15	11	22	51	30	14	25	21	10
Brk1	139	159	150	163	199	343	174	209	371	358	232	346	309	139
Fancd2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancd2	16	38	13	52	45	11	4	46	88	68	8	15	12	11
Emc3	6	12	13	19	14	22	20	20	27	34	20	28	17	12
Prrt3	0	1	0	1	1	0	0	0	1	0	0	1	0	0
Creld1	8	3	2	4	4	10	5	3	5	11	10	13	25	5
Il17rc	3	5	1	8	6	3	2	7	12	4	7	11	6	1
Il17re	2	7	3	4	10	2	4	2	16	15	5	7	8	5
Jagn1	7	14	13	21	19	36	13	21	29	28	15	36	26	9
Cidec	6	8	3	17	13	7	6	9	33	19	3	9	2	1
LOC101829494	0	0	0	0	2	0	0	2	3	4	0	0	0	1
Rpusd3	2	8	4	8	7	7	6	3	19	9	13	19	18	8
LOC101830033	5	9	9	36	32	18	10	27	48	34	7	12	14	4
Arpc4	2	0	2	3	0	2	2	2	2	0	6	3	2	0
Tada3	13	13	5	35	27	8	0	21	50	41	15	11	9	3
Camk1	18	28	18	23	38	31	12	25	39	57	25	39	30	10
Ogg1	0	3	1	3	2	4	2	2	4	4	3	4	3	2
Brpf1	7	20	11	15	17	18	13	21	37	24	21	33	17	12
Cpne9	4	17	4	23	19	3	0	4	26	26	5	7	4	1
Mtmr14	17	27	17	34	33	27	15	27	61	51	22	36	28	10
Lhfpl4	1	3	2	6	6	0	4	7	12	9	0	1	3	2
LOC110340141	4	19	5	29	18	4	3	14	33	38	5	9	2	5
Setd5	24	47	29	65	58	58	29	48	103	100	45	57	61	19
LOC101832160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thumpd3	13	14	9	19	13	23	11	10	23	24	16	30	31	15
Srgap3	14	32	14	72	58	13	12	48	108	84	12	11	24	5
Rad18	8	16	9	26	31	12	10	24	47	37	13	14	14	9
LOC101833563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxtr	3	0	0	7	12	3	2	5	10	8	2	2	1	3
Cav3	4	10	1	7	9	3	1	5	16	12	2	3	3	1
Ssuh2	10	8	2	10	15	4	3	8	16	14	13	8	13	9
Lmcd1	17	28	13	36	37	26	14	30	53	54	27	37	30	20
LOC110340142	1	0	1	8	0	0	0	2	3	2	2	1	0	2
LOC110340157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm7	35	55	24	122	102	14	12	95	237	156	33	36	41	17
LOC110340170	8	7	8	9	8	16	5	7	16	17	11	13	9	6
LOC110340143	3	1	1	6	3	1	0	1	9	4	0	3	0	0
LOC110340144	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Edem1	20	28	18	32	32	65	27	29	68	60	33	48	52	23
Arl8b	76	111	87	116	112	215	97	85	241	212	131	159	159	89
Bhlhe40	15	29	24	38	33	53	25	19	51	58	28	35	27	15
LOC110340171	8	17	5	37	24	12	6	27	58	43	3	13	9	6
Itpr1	43	65	30	130	109	35	35	96	240	162	52	55	45	25
Sumf1	6	13	6	25	20	16	7	15	55	29	4	17	12	3
LOC101833651	3	2	4	5	7	7	1	6	13	8	3	11	5	4
LOC101837920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020792	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101833905	5	5	2	1	4	12	1	4	10	8	4	8	2	3
Lrrn1	2	0	0	1	2	0	1	2	1	5	1	2	1	0
LOC110340145	0	0	2	3	0	1	1	1	6	3	0	1	0	0
LOC110340172	13	20	2	41	25	7	7	38	70	44	11	11	6	3
Crbn	7	15	16	18	19	32	9	18	38	39	25	25	35	16
Trnt1	6	10	7	12	15	20	7	15	28	18	16	22	19	6
Il5ra	1	0	0	3	2	0	0	3	4	3	2	3	6	2
Cntn4	52	82	32	169	138	32	22	126	301	211	39	60	49	26
LOC110340173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triqk	10	15	11	21	33	16	12	24	38	33	23	25	29	10
LOC110340146	0	0	0	1	2	0	0	2	0	1	0	0	0	0
Fam92a	8	13	4	13	16	4	4	15	29	21	8	9	9	7
Rbm12b	0	5	2	2	3	8	0	0	3	6	1	6	2	0
Tmem67	0	3	1	2	1	1	1	6	7	2	1	1	2	0
Cdh17	2	3	0	3	4	0	1	5	13	12	3	3	1	1
Gem	17	15	12	16	14	26	14	22	21	31	7	28	23	9
Rad54b	10	36	7	57	62	14	9	43	77	58	11	18	16	7
Fsbp	1	7	0	4	9	1	0	4	10	7	2	4	7	0
Virma	22	34	23	46	38	51	20	32	77	83	34	51	45	19
LOC110340174	11	5	6	17	5	13	5	7	18	12	17	23	15	7
Esrp1	15	31	18	44	23	34	25	38	82	60	26	24	26	15
Dpy19l4	13	36	14	47	47	20	8	39	90	70	33	44	36	10
Ints8	12	29	10	42	31	22	7	24	80	43	23	21	27	15
Ccne2	4	5	3	20	12	6	6	18	33	18	3	8	3	3
LOC110340175	6	6	1	25	18	6	2	12	25	21	3	6	7	4
Tp53inp1	1	13	3	24	21	5	1	16	41	22	11	5	7	6
LOC110340147	2	1	1	2	2	0	1	0	2	0	2	3	1	0
Ndufaf6	3	7	9	10	11	14	4	10	16	19	12	15	18	7
Plekhf2	6	12	3	13	8	4	1	13	17	14	3	8	5	4
LOC106020793	0	1	0	1	1	1	0	0	7	0	0	0	1	0
CUNH8orf37	9	17	15	18	16	24	11	18	19	29	30	28	19	10
Trnas-aga	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340148	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC110340149	14	31	6	49	27	13	6	19	67	48	6	13	13	6
Gdf6	4	2	1	5	6	0	0	8	16	5	1	3	3	1
LOC110340150	1	0	0	3	1	0	0	0	1	1	1	2	0	0
LOC110340130	0	2	0	0	0	0	0	1	1	0	0	0	1	0
LOC110340151	5	7	2	30	17	6	6	14	35	24	4	7	5	1
Pde7a	13	32	22	51	45	28	16	43	108	61	35	32	24	13
Mtfr1	7	7	5	16	16	10	8	18	35	31	4	9	10	4
Armc1	13	24	17	23	23	34	18	18	52	45	27	41	34	13
Trnav-aac	1	2	0	4	2	2	0	5	7	4	0	1	1	3
LOC106020779	1	3	0	1	1	1	1	1	7	2	0	0	0	0
LOC106020780	3	8	2	6	3	4	0	5	14	10	2	3	2	3
LOC110340152	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101834951	21	20	19	66	47	20	8	38	87	71	42	33	35	25
Bhlhe22	25	27	25	19	38	51	11	34	50	46	36	61	53	28
LOC110340131	0	0	0	1	0	0	0	0	1	0	0	0	0	0
LOC101835214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101825026	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC110340153	1	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC101825290	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Ythdf3	0	1	2	2	2	0	0	1	5	3	4	1	1	2
Ttpa	5	4	5	4	8	8	5	11	19	10	3	10	7	7
Ggh	4	6	9	7	11	9	2	7	10	10	7	5	8	6
Nkain3	13	27	12	68	56	15	5	49	134	94	10	13	23	8
LOC101836255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826329	11	12	15	23	21	48	10	16	37	39	19	35	26	17
LOC110340154	4	11	2	9	13	4	6	12	25	25	8	6	1	6
Prdm13	1	1	0	0	0	0	0	0	1	0	0	0	0	0
LOC106020794	3	6	2	11	3	2	0	4	19	10	3	3	1	4
Ccnc	9	20	7	23	23	16	7	24	38	31	20	23	22	4
Tstd3	32	33	50	47	44	35	25	41	51	52	62	53	46	45
Usp45	3	13	4	17	17	7	3	10	29	24	8	5	14	3
Pnisr	54	53	55	57	57	107	49	59	81	93	79	129	99	46
Coq3	2	8	3	6	8	16	10	12	17	13	9	17	22	6
LOC101836774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faxc	1	2	0	2	3	1	2	1	8	3	2	2	2	0
Fbxl4	9	13	11	21	21	12	7	22	36	28	34	34	24	16
Pou3f2	1	2	0	1	1	1	0	2	6	4	1	2	1	0
LOC110340155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340137	5	11	4	24	16	5	0	12	33	13	3	5	2	1
LOC101837842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mms22l	5	21	3	28	26	13	3	26	66	37	4	14	16	7
Klhl32	21	54	15	111	75	24	15	62	135	88	27	36	26	13
Ndufaf4	6	8	11	9	18	22	8	10	18	20	18	33	20	7
LOC110340132	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Gpr63	0	1	2	5	6	0	1	5	10	10	2	1	2	1
Fhl5	0	0	0	1	1	0	0	0	2	3	0	1	0	0
Ufl1	10	12	11	14	15	23	8	10	16	21	16	22	23	10
Fut9	11	30	14	72	60	12	14	44	99	75	8	13	16	10
LOC106020789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manea	5	8	2	15	20	14	8	13	45	24	8	6	9	5
LOC110340208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830569	1	0	0	0	0	0	0	0	0	0	2	1	0	0
Msx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830834	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC110340202	11	27	10	42	49	4	4	40	78	42	5	5	7	7
LOC110340203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	18	33	24	34	51	28	19	37	75	82	25	34	32	20
Ror2	5	5	2	7	9	6	6	7	14	19	11	8	14	3
LOC101831634	0	0	0	1	2	1	0	1	6	2	2	0	2	0
Nfil3	4	21	8	27	25	20	10	17	63	44	6	17	16	5
Auh	13	46	23	45	48	37	24	52	80	69	34	51	42	11
Syk	24	25	19	27	34	45	37	42	99	92	28	57	38	27
LOC110340210	4	7	2	8	4	3	1	5	12	12	1	2	2	0
Diras2	1	3	0	4	7	2	1	9	7	7	4	4	3	2
LOC110340178	0	0	0	1	0	0	0	0	2	0	0	0	1	0
LOC106020813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340179	0	0	0	2	0	3	0	2	1	1	0	0	0	0
LOC110340211	0	0	0	0	0	1	0	0	2	0	0	1	0	1
LOC110340180	0	0	0	0	0	0	0	0	1	0	0	1	1	0
LOC110340181	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gadd45g	15	13	7	13	22	43	32	22	33	56	14	27	20	12
LOC101831547	5	8	1	18	14	7	4	12	25	17	4	7	5	1
Secisbp2	5	9	7	7	14	17	6	16	22	17	12	10	9	11
Cks2	15	15	22	19	13	45	21	18	31	41	24	32	29	12
Shc3	15	25	9	47	33	7	7	26	73	45	9	6	7	3
S1pr3	1	9	7	12	11	17	5	9	24	27	7	20	16	5
LOC110340182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340212	2	1	1	3	0	0	1	2	4	2	0	1	1	1
Nxnl2	0	2	1	2	1	1	0	0	3	1	1	0	0	1
Spin1	46	62	63	77	87	110	43	76	190	132	85	143	102	40
LOC101832950	10	11	11	16	10	7	7	16	27	21	20	18	26	13
LOC110340184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832423	0	0	0	1	3	0	0	1	6	2	0	0	0	0
LOC101832949	5	5	4	4	8	11	8	6	6	19	5	9	5	3
LOC101833471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iars	10	6	20	20	23	28	15	21	49	43	14	18	26	8
Nol8	12	13	14	17	14	23	8	13	31	18	17	29	18	6
LOC106020806	0	0	0	0	5	0	0	2	1	3	1	0	1	0
Ogn	9	6	15	14	9	10	9	9	7	20	23	22	21	13
Omd	2	4	1	6	5	0	0	5	8	6	2	0	2	1
Aspn	45	55	61	66	74	70	35	38	54	74	66	62	56	33
Ecm2	5	12	4	24	17	21	7	9	14	13	11	12	9	9
Cenpp	1	5	1	8	1	6	3	3	7	7	5	8	6	3
Ippk	5	7	6	8	7	10	6	11	10	19	17	8	6	1
Bicd2	9	6	10	22	20	23	15	12	24	24	22	33	22	12
Fgd3	24	45	17	48	67	27	12	55	122	75	15	24	29	17
Susd3	0	0	1	2	2	0	1	2	2	6	2	1	0	0
Card19	15	19	19	18	20	25	22	14	34	38	34	36	31	9
Ninj1	11	14	13	15	14	29	20	11	44	32	19	26	12	15
Wnk2	10	37	11	62	60	15	8	43	114	80	13	23	20	7
LOC101837039	69	138	118	144	168	294	123	131	262	306	157	298	223	125
Phf2	14	21	23	19	16	41	17	12	27	37	30	59	42	19
LOC110340213	0	0	0	0	0	1	0	0	2	0	0	0	1	0
Barx1	0	1	0	1	0	1	1	0	2	0	2	2	0	1
Ptpdc1	5	18	8	21	23	7	3	24	40	17	11	14	9	5
LOC101838454	0	0	1	0	0	1	0	0	0	0	0	2	0	0
LOC110340214	1	1	1	3	2	2	2	2	1	1	1	1	4	1
Znf169	0	0	1	0	2	0	0	2	4	3	0	1	6	1
LOC101835041	0	0	0	0	0	0	1	0	1	0	2	0	0	0
Id4	7	14	12	15	11	24	13	9	25	23	32	41	23	17
LOC110340215	9	19	9	41	39	12	5	30	83	60	12	15	14	14
Rnf144b	24	29	22	30	37	47	21	36	63	68	40	47	37	25
Dek	111	153	211	208	201	360	191	185	307	358	286	371	375	217
Kdm1b	5	18	7	22	21	17	10	16	31	30	12	19	15	11
LOC110340204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpmt	14	15	17	25	12	27	19	11	32	31	36	50	39	14
Nhlrc1	4	3	3	6	4	10	5	3	1	3	2	2	6	0
LOC106020821	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101836082	38	46	38	66	65	68	29	60	92	97	84	89	63	30
Nup153	24	38	25	37	32	46	24	24	62	66	39	64	50	21
Fam8a1	25	35	30	28	30	50	24	25	48	51	38	78	57	27
LOC110340205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cap2	12	22	8	35	34	7	3	34	65	48	10	11	12	3
LOC110340217	2	9	1	14	8	1	2	2	18	13	0	1	3	4
Rbm24	0	1	1	1	1	0	1	1	1	1	0	2	1	0
Stmnd1	6	13	10	12	11	7	3	6	6	11	21	15	7	4
LOC110340185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340218	5	9	3	15	6	1	1	4	13	11	1	4	3	1
Atxn1	27	59	24	86	73	44	21	85	128	105	42	66	76	30
Gmpr	4	8	11	9	6	11	2	7	14	11	7	2	4	2
Mylip	25	26	30	22	27	48	17	22	32	47	61	126	95	32
LOC101837391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340186	3	10	5	12	14	5	1	13	29	17	3	5	11	1
LOC101840778	0	1	0	1	0	1	1	0	0	0	0	0	0	1
LOC101837655	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Dtnbp1	20	41	18	40	45	30	16	28	84	57	28	33	36	18
Jarid2	31	48	34	56	59	76	28	53	102	102	64	92	93	54
LOC110340219	3	4	4	9	9	1	0	6	22	14	2	3	3	0
LOC110340187	4	9	1	17	12	2	0	5	27	16	2	3	2	1
LOC110340220	1	4	2	8	10	3	0	3	11	11	5	3	3	0
LOC110340221	8	20	11	40	32	11	3	14	76	47	13	11	14	6
LOC110340188	0	0	0	3	1	3	1	2	4	4	2	2	6	1
Cd83	7	5	4	8	11	12	7	4	18	15	7	9	10	4
LOC110340190	0	0	0	0	0	1	0	1	2	1	0	1	0	0
Rnf182	1	17	3	16	13	4	0	11	24	17	1	5	2	0
LOC110340222	10	14	3	14	16	5	1	21	43	31	7	2	7	1
Mcur1	13	10	9	12	8	20	11	8	23	26	12	29	19	7
Ranbp9	26	45	33	44	46	37	24	50	89	78	24	44	42	12
Nol7	46	65	63	87	45	150	61	63	108	135	87	148	138	71
Sirt5	14	13	12	17	25	32	21	20	34	30	14	33	24	14
Gfod1	15	27	19	32	31	33	5	26	70	46	22	45	34	11
LOC101844257	0	0	1	0	0	0	0	0	2	1	2	1	0	0
Phactr1	85	101	51	169	140	97	31	119	251	208	87	136	94	56
LOC110340223	0	0	0	1	1	0	0	0	0	1	0	1	0	0
LOC101837921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edn1	9	7	7	7	2	12	0	3	25	22	10	30	26	6
LOC110340225	2	14	4	29	18	4	4	27	51	32	5	8	7	2
Hivep1	13	39	28	47	40	38	13	41	92	74	46	56	46	14
LOC110340191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adtrp	0	1	0	0	0	2	0	3	3	1	0	0	0	0
Tmem170b	11	16	20	19	24	34	9	19	35	27	23	43	27	18
LOC110340226	5	5	1	0	4	12	1	1	4	2	8	3	5	1
LOC110340227	3	10	2	10	9	1	2	8	14	17	3	6	0	0
LOC101823879	1	1	2	4	2	7	3	3	2	8	2	1	3	1
Nedd9	1	3	7	5	3	6	3	3	5	4	5	9	5	6
Smim13	3	3	1	0	0	7	1	1	5	4	3	1	3	1
Elovl2	0	1	0	0	2	1	1	2	1	0	0	1	1	0
Sycp2l	5	10	5	16	12	2	0	10	19	11	2	2	1	1
Gcm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mak	0	3	0	3	5	3	1	7	7	4	2	3	3	4
Gcnt2	3	23	7	29	32	5	4	44	68	46	16	12	11	5
Tfap2a	0	0	1	3	0	1	0	3	1	0	1	2	1	0
LOC110340192	4	18	6	26	24	7	3	15	52	37	8	5	8	2
LOC101839525	0	0	0	1	3	0	0	1	4	3	0	1	1	0
LOC110340193	7	23	7	48	32	2	4	32	64	38	9	9	8	6
Slc35b3	4	1	4	3	11	9	6	9	4	10	9	6	5	3
Eef1e1	6	14	27	23	14	52	18	14	37	41	17	33	29	13
Bloc1s5	31	44	42	54	59	72	33	45	90	90	58	76	78	39
Txndc5	19	26	20	29	28	46	22	21	55	57	33	39	41	29
Bmp6	11	20	20	25	36	15	5	10	41	45	34	38	25	8
Snrnp48	3	8	13	12	11	19	4	11	12	12	12	21	17	13
Dsp	8	22	17	35	31	16	13	30	46	41	16	30	27	7
LOC101827023	8	17	13	17	28	32	14	14	31	44	22	40	29	20
Riok1	29	36	23	67	57	87	45	45	95	103	60	79	63	17
Cage1	3	11	2	15	10	2	5	8	22	18	5	6	1	1
Ssr1	20	29	34	34	22	67	41	20	81	80	43	54	48	31
Rreb1	35	56	39	90	90	50	35	69	157	118	68	94	84	50
LOC110340229	0	0	0	0	0	1	0	1	1	0	0	1	0	0
LOC101840611	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LOC106020804	4	7	0	10	3	10	8	6	11	5	4	4	5	3
LOC110340230	4	6	1	3	2	2	2	1	5	3	1	6	7	6
LOC106020823	0	2	0	2	3	0	0	3	7	6	2	0	2	0
LOC101840879	0	1	0	2	4	0	1	6	1	7	0	0	0	0
LOC106020802	0	0	0	3	0	1	0	0	0	3	0	1	4	1
LOC110340231	5	9	3	7	6	5	0	4	15	14	1	2	1	0
LOC106020814	8	6	7	11	8	10	3	12	13	13	12	19	13	7
Ly86	7	16	9	24	17	29	25	34	58	63	25	55	38	17
LOC110340232	1	1	3	1	2	1	0	3	1	3	1	1	0	0
LOC110340194	2	4	3	4	2	3	4	1	4	2	3	1	0	0
LOC110340195	0	3	0	3	4	0	0	3	7	2	0	2	0	0
F13a1	35	40	33	80	67	79	40	55	135	110	55	80	64	33
LOC110340209	1	3	0	4	4	1	1	4	8	2	1	1	3	0
Nrn1	42	69	80	53	79	131	72	63	130	168	94	115	101	56
LOC110340196	0	0	1	1	4	3	0	3	4	3	0	1	0	0
LOC110340233	14	26	5	25	25	7	5	31	65	35	5	10	8	5
Fars2	54	119	46	155	123	45	32	113	244	194	54	99	45	28
Lyrm4	7	17	10	28	38	10	3	21	29	39	14	13	16	4
Ppp1r3g	1	1	0	1	2	1	0	1	1	1	0	0	2	0
LOC106020803	1	0	0	0	0	0	1	0	2	0	0	0	0	0
Rpp40	11	24	17	28	16	31	17	33	57	32	49	39	76	27
Cdyl	16	25	16	29	34	34	17	34	51	68	29	33	40	25
LOC110340234	16	16	3	38	40	7	5	47	113	69	12	11	11	5
